time,torque,RPM,current,voltage,temperature
2.814810037612915,-0.00,0.00,108.33,0.05,13.55
3.8223206996917725,-0.00,0.00,108.22,0.22,13.55
4.829553604125977,-0.00,0.00,109.11,0.11,14.44
5.852926015853882,-0.00,0.00,108.10,0.43,13.55
6.844504356384277,-0.00,0.00,108.44,0.22,13.99
7.851848363876343,-0.00,0.00,107.78,0.14,14.44
8.85924220085144,-0.00,0.00,108.44,0.27,13.99
9.882106065750122,-0.00,0.00,108.80,0.19,13.99
10.889325857162476,-0.00,0.00,108.56,0.35,13.99
11.896804809570312,-0.00,0.00,108.22,0.05,14.44
12.904149055480957,-0.00,0.00,108.33,0.30,14.44
13.911763429641724,-0.00,0.00,109.10,0.11,14.44
14.919128179550171,-0.00,0.00,107.78,0.35,13.99
15.926673173904419,-0.00,0.00,107.67,2.16,13.55
16.9339759349823,0.77,1584.16,1500.11,24.49,14.44
17.941445350646973,0.54,2081.27,1029.22,24.54,13.99
18.94880771636963,0.55,2096.93,1028.20,24.16,14.44
19.956254243850708,0.54,2079.21,1028.44,24.19,13.55
20.963563680648804,0.56,2099.01,1044.44,24.43,14.44
21.986668586730957,0.55,2095.98,1046.60,24.60,13.55
22.97821879386902,0.56,2102.10,1035.78,24.62,13.99
23.985482931137085,0.56,2079.21,1040.67,24.27,13.99
25.008411645889282,0.57,2096.93,1036.89,24.62,13.99
26.016115427017212,0.56,2098.04,1032.90,24.49,14.44
27.023272037506104,0.56,2100.00,1030.44,24.24,13.99
28.03075122833252,0.56,2099.01,1031.33,24.33,14.44
29.038209915161133,0.56,2079.21,1039.67,24.89,13.99
30.06136441230774,0.56,2100.10,1028.10,24.54,13.99
31.05294704437256,0.55,2097.90,1030.78,24.49,13.55
32.060444355010986,0.56,2096.93,1027.00,24.65,13.55
33.0679771900177,0.55,2096.93,1021.89,24.70,13.99
34.09118700027466,0.55,2102.16,1026.00,24.03,13.99
35.082571268081665,0.55,2097.90,1029.33,24.68,13.99
36.08922219276428,0.55,2099.01,1012.89,24.57,13.55
37.096609592437744,0.55,2101.09,1013.44,24.68,13.99
38.12039279937744,0.55,2095.98,1025.70,24.92,14.44
39.12734889984131,0.55,2100.00,1021.44,24.41,13.99
40.13489270210266,0.54,2101.09,1008.67,24.68,13.99
41.142194747924805,0.56,2077.15,1018.11,24.54,14.44
42.149911642074585,0.55,2098.04,1028.60,23.89,13.55
43.15730905532837,0.55,2102.10,1023.11,24.54,14.44
44.16481590270996,0.56,2099.01,1012.44,24.19,13.55
45.17241549491882,0.56,2083.33,1022.44,24.43,13.99
46.179540395736694,0.55,2099.01,1023.33,24.60,13.99
47.186949014663696,0.55,2096.93,1025.80,24.43,14.44
48.193758487701416,0.55,2099.01,1027.89,24.35,13.99
49.20162057876587,0.56,2099.01,1039.22,24.52,13.99
50.20900869369507,0.56,2077.15,1042.89,24.49,13.99
51.21584367752075,0.56,2103.17,1045.80,24.65,13.99
52.22344255447388,0.57,2099.01,1043.89,24.57,13.99
53.23083448410034,0.57,2096.93,1054.89,24.68,13.99
54.253846645355225,0.56,2081.27,1049.33,24.24,13.99
55.261310338974,0.56,2099.01,1051.00,24.49,13.55
56.26895189285278,0.57,2096.93,1058.67,23.92,14.44
57.27645516395569,0.57,2103.17,1067.11,24.19,14.88
58.283971309661865,0.57,2079.21,1048.44,24.35,13.99
59.2914183139801,0.57,2096.93,1053.80,24.54,14.44
60.298667907714844,0.58,2081.27,1068.89,24.33,14.88
61.30611991882324,0.58,2096.93,1076.56,24.70,14.44
62.31351900100708,0.58,2099.01,1068.89,24.06,14.44
63.32076382637024,0.58,2079.21,1073.40,24.03,13.55
64.32747650146484,0.59,2099.01,1105.11,24.43,13.99
65.33515334129333,0.61,2079.21,1132.78,24.22,13.55
66.35866498947144,0.62,2076.40,1139.40,24.49,13.99
67.34998393058777,0.63,2082.08,1141.00,24.16,14.44
68.35747814178467,0.64,2081.27,1167.78,24.49,14.44
69.36490225791931,0.66,2081.27,1172.22,24.30,13.55
70.38788652420044,0.66,2079.21,1188.22,24.54,14.44
71.3955307006836,0.67,2059.41,1215.40,23.95,14.44
72.40297985076904,0.68,2079.21,1219.22,24.24,13.99
73.41034984588623,0.69,2077.15,1237.67,24.46,14.44
74.4176971912384,0.69,2059.41,1258.11,24.30,13.99
75.42514371871948,0.72,2059.41,1316.50,24.19,13.55
76.43233346939087,0.77,2057.37,1363.44,24.46,13.55
77.43967890739441,0.78,2061.45,1369.22,24.06,14.88
78.46303987503052,0.78,2037.22,1392.80,24.14,14.88
79.45434355735779,0.79,2064.13,1365.33,24.33,14.44
80.4618809223175,0.76,2059.41,1352.00,24.11,14.44
81.46923327445984,0.78,2039.60,1366.11,24.52,13.99
82.47676157951355,0.77,2061.45,1375.00,24.54,14.44
83.48414039611816,0.78,2037.59,1365.10,24.00,13.99
84.50722622871399,0.78,2059.41,1381.78,24.24,14.44
85.51484251022339,0.79,2039.60,1398.89,24.33,14.88
86.52239298820496,0.79,2056.81,1386.50,24.33,14.88
87.52966570854187,0.79,2040.00,1405.22,24.41,14.44
88.53689098358154,0.79,2061.45,1396.67,24.46,14.44
89.54428958892822,0.79,2037.59,1360.22,24.43,14.44
90.56742668151855,0.79,2039.22,1389.70,23.95,14.44
91.55877327919006,0.80,2042.04,1396.67,24.11,14.88
92.56620121002197,0.83,2039.60,1450.33,24.00,14.88
93.57360291481018,0.88,2019.80,1538.00,24.19,13.99
94.58111333847046,0.88,2021.80,1529.33,24.35,13.55
95.5885648727417,0.89,2017.80,1549.30,24.19,13.99
96.59594130516052,0.90,2037.59,1554.67,23.76,14.88
97.60331535339355,0.89,2021.80,1530.78,24.00,14.88
98.62675476074219,0.90,2017.63,1548.10,24.03,14.88
99.63375735282898,0.91,2022.02,1530.00,24.19,13.99
100.64121723175049,0.90,2019.80,1569.22,23.95,14.88
101.6485652923584,0.90,2017.80,1516.33,24.30,14.44
102.67152881622314,0.90,2019.61,1542.10,24.43,14.88
103.66345143318176,0.91,2020.00,1549.22,24.33,14.44
104.67055153846741,0.89,2039.60,1568.44,24.06,14.88
105.67786240577698,0.91,2019.80,1547.56,23.97,14.88
106.70120048522949,0.89,2021.59,1533.60,24.33,14.88
107.69273114204407,0.88,2037.96,1495.11,24.35,14.44
108.70024013519287,0.88,2017.80,1512.67,24.35,13.99
109.72321796417236,0.89,2019.80,1526.89,24.16,14.88
110.73100852966309,0.89,2017.63,1538.40,24.33,15.32
111.73824453353882,0.90,2017.98,1564.44,24.00,14.44
112.74576997756958,0.90,2019.80,1538.56,24.30,14.44
113.75309634208679,0.90,2019.80,1557.33,24.27,14.88
114.77626729011536,0.91,2019.61,1543.70,24.33,14.88
115.76788449287415,0.90,2020.00,1566.44,23.84,15.32
116.77499532699585,0.93,2019.80,1566.78,23.70,14.88
117.78249764442444,0.96,1998.02,1659.33,24.11,14.88
118.80573105812073,0.97,2000.00,1648.00,24.11,14.44
119.79704236984253,0.97,2022.02,1637.44,23.87,15.32
120.80461764335632,0.98,2000.00,1686.11,24.33,14.88
121.8120493888855,0.98,2001.98,1690.78,23.95,14.88
122.81900930404663,0.98,2000.00,1652.56,23.81,14.88
123.8424141407013,0.99,2019.80,1702.20,24.06,15.76
124.84997701644897,0.99,2000.00,1705.00,23.87,14.44
125.85755634307861,0.99,1998.02,1654.89,24.11,14.44
126.86479449272156,1.01,2000.00,1714.10,24.24,14.88
127.87211990356445,1.04,2000.00,1787.89,23.27,14.88
128.8793661594391,1.06,2000.00,1786.89,23.81,14.88
129.88691592216492,1.05,2000.00,1772.44,23.84,14.44
130.90986514091492,1.07,1980.39,1807.00,23.79,15.32
131.90139055252075,1.07,1981.98,1811.89,23.70,15.32
132.90874028205872,1.07,1980.20,1820.00,24.22,15.32
133.9160897731781,1.08,2000.00,1805.56,24.03,14.88
134.92369937896729,1.09,1982.16,1809.00,23.76,15.32
135.93103003501892,1.09,1978.24,1818.20,24.22,14.88
136.95394730567932,1.08,1980.20,1817.11,23.95,14.88
137.96149945259094,1.10,1980.20,1846.78,23.60,14.88
138.96912145614624,1.09,1978.45,1812.20,24.03,14.88
139.97628712654114,1.09,1981.98,1844.11,23.76,14.88
140.98371982574463,1.09,1980.20,1817.22,24.19,15.32
141.99124002456665,1.10,1978.24,1831.00,23.81,14.88
143.01414132118225,1.10,2000.00,1833.60,23.73,15.76
144.0058126449585,1.10,1981.98,1824.00,24.14,15.32
145.0133249759674,1.10,1980.20,1838.22,23.79,14.44
146.0207712650299,1.10,1982.16,1839.78,23.38,14.44
147.02818417549133,1.11,1980.20,1845.56,24.06,14.44
148.0356719493866,1.13,1978.24,1867.80,23.89,15.32
149.0429036617279,1.13,1980.20,1873.44,23.70,15.76
150.05044722557068,1.14,1960.40,1871.11,23.84,14.88
151.0737588405609,1.15,1980.39,1887.00,23.60,15.32
152.08072662353516,1.16,1960.00,1894.33,24.35,15.76
153.08814930915833,1.14,1960.40,1887.00,23.81,15.32
154.0954704284668,1.15,1958.46,1903.00,23.92,15.32
155.10296273231506,1.16,1980.39,1906.30,23.81,15.76
156.11006021499634,1.15,1960.00,1898.89,23.95,16.20
157.11775636672974,1.15,1960.40,1894.11,23.70,15.76
158.1250400543213,1.15,1960.40,1891.56,24.08,15.76
159.14781141281128,1.15,1962.71,1894.30,23.19,15.32
160.13984894752502,1.15,1958.04,1890.11,24.19,15.32
161.14732766151428,1.15,1978.24,1879.44,23.57,15.76
162.15481185913086,1.14,1958.46,1862.67,24.27,15.32
163.17810606956482,1.14,1984.28,1867.10,24.06,15.76
164.18503427505493,1.14,1978.02,1852.89,24.00,15.32
165.19249367713928,1.14,1980.20,1855.33,24.16,16.20
166.19991970062256,1.12,1980.20,1882.11,23.57,15.32
167.20726323127747,1.14,1978.45,1865.20,24.22,15.76
168.21487140655518,1.14,1960.00,1888.44,23.52,15.32
169.22199368476868,1.15,1962.34,1888.89,24.30,16.20
170.2291760444641,1.16,1938.67,1896.78,23.57,14.88
171.25244045257568,1.16,1960.78,1904.80,23.84,16.20
172.24401783943176,1.17,1901.90,1906.00,22.81,16.20
173.25143599510193,1.15,1782.18,1907.00,21.60,15.32
174.25894737243652,1.13,1744.30,1904.33,21.95,15.76
175.26631593704224,1.15,1861.39,1907.67,23.27,15.32
176.27377772331238,1.15,1978.24,1871.60,24.33,15.76
177.29666328430176,1.16,1958.46,1900.89,23.54,15.76
178.30403351783752,1.16,1962.34,1903.67,23.73,15.76
179.31182384490967,1.16,1978.45,1882.90,24.00,16.20
180.31890892982483,1.15,1961.96,1892.67,24.24,14.88
181.32605862617493,1.15,1980.20,1878.89,23.19,16.20
182.3337001800537,1.13,1978.24,1857.78,24.00,15.76
183.3566117286682,0.89,1411.76,989.70,0.05,16.20
184.34830331802368,0.13,0.00,112.78,0.24,16.64
185.35566544532776,0.14,0.00,112.89,0.14,16.20
186.36304569244385,0.15,0.00,113.11,0.38,15.76
187.37060618400574,0.15,0.00,112.78,0.08,16.20
188.37793111801147,0.15,0.00,113.00,0.19,15.32
189.38533234596252,0.15,0.00,112.67,0.05,15.76
190.39294815063477,0.15,0.00,112.56,0.41,15.76
191.4161229133606,0.15,0.00,113.00,0.05,16.20
192.40753507614136,0.13,0.00,111.67,0.03,16.20
193.4305124282837,0.13,0.00,113.00,0.11,15.76
194.43787217140198,0.13,0.00,111.78,0.08,15.76
195.44518494606018,0.13,0.00,113.78,0.22,16.20
196.45257329940796,0.13,0.00,112.90,0.08,16.20
197.46000170707703,0.13,0.00,112.89,0.19,15.76
198.46755862236023,0.12,0.00,112.78,0.14,15.76
199.47489833831787,0.13,0.00,113.67,0.08,15.32
200.48239755630493,0.12,0.00,113.30,0.19,16.20
201.48981428146362,0.12,0.00,114.22,0.08,15.76
202.49728560447693,0.13,0.00,112.67,0.19,15.76
203.5208580493927,0.13,0.00,113.40,0.35,15.76
204.51195311546326,0.13,0.00,114.00,0.08,15.76
205.5193338394165,0.13,0.00,115.44,0.16,15.76
206.52661418914795,0.13,0.00,112.89,0.16,15.32
207.53398656845093,0.13,0.00,113.78,0.11,15.32
208.54122185707092,0.13,0.00,113.30,0.05,15.76
209.5641689300537,0.13,0.00,114.67,0.11,14.88
210.57166814804077,0.13,0.00,113.44,0.22,15.76
211.57917737960815,0.13,0.00,113.22,0.11,15.32
212.58668899536133,0.13,0.00,113.80,0.11,16.20
213.59411191940308,0.13,0.00,113.78,0.14,15.76
214.60152673721313,0.13,0.00,113.89,0.27,15.32
215.62483191490173,0.13,0.00,112.70,0.14,15.76
216.61620426177979,0.13,0.00,113.89,0.27,15.32
217.6230993270874,0.13,0.00,115.33,0.24,15.76
218.63062238693237,0.13,0.00,114.78,0.05,15.32
219.63811373710632,0.13,0.00,114.11,0.38,14.88
220.6454212665558,0.13,0.00,114.20,0.14,15.76
221.65257263183594,0.13,0.00,114.44,0.00,15.76
222.65969276428223,0.13,0.00,114.89,0.22,15.76
223.66765880584717,0.13,0.00,113.78,0.14,15.32
224.69058346748352,0.13,0.00,113.50,0.24,15.32
225.69813442230225,0.13,0.00,112.89,0.05,15.76
226.7056770324707,0.13,0.00,113.11,0.14,15.32
227.71325087547302,0.12,0.00,112.30,0.11,15.32
228.72076058387756,0.12,0.00,112.89,0.11,15.76
229.728045463562,0.12,0.00,111.67,0.19,15.32
230.73528409004211,0.12,0.00,112.67,0.11,15.76
231.75877141952515,0.12,0.00,113.20,0.41,15.32
232.74991846084595,0.12,0.00,113.89,0.24,15.32
233.7572386264801,0.13,0.00,113.33,0.05,15.32
234.7646520137787,0.12,0.00,114.33,0.19,15.76
235.7878279685974,0.12,0.00,113.10,0.14,14.44
236.779363155365,0.12,0.00,113.00,0.41,15.32
237.80244374275208,0.13,0.00,113.67,0.11,14.88
238.8098373413086,0.12,0.00,113.33,0.35,15.32
239.8173224925995,0.12,0.00,113.60,0.14,15.32
240.8250207901001,0.12,0.00,113.44,0.35,15.32
241.8323369026184,0.13,0.00,113.67,0.32,15.32
242.83986163139343,0.13,0.00,112.22,0.08,14.88
243.8629765510559,0.13,0.00,112.90,0.16,15.32
244.85441207885742,0.12,0.00,113.78,0.11,14.88
245.8618643283844,0.13,0.00,112.89,0.19,15.32
246.8692855834961,0.12,0.00,112.44,0.03,15.76
247.89211630821228,0.12,0.00,112.56,0.22,15.32
248.89953660964966,0.12,0.00,114.30,0.35,15.32
249.9069848060608,0.11,0.00,112.11,0.05,15.32
250.91445875167847,0.12,0.00,113.78,0.00,14.88
251.92180514335632,0.12,0.00,113.33,0.14,15.32
252.92956566810608,0.11,0.00,112.70,0.05,15.32
253.9368314743042,0.11,0.00,112.44,0.08,15.32
254.9442253112793,0.07,0.00,112.44,0.24,15.32
255.95167803764343,0.24,0.00,112.11,0.24,14.88
256.95911693573,0.32,0.00,113.00,0.14,14.44
257.96603441238403,0.31,0.00,112.78,0.08,14.88
258.9737596511841,0.30,0.00,112.00,0.27,14.88
259.99701404571533,0.28,0.00,112.10,0.19,14.44
260.98833775520325,0.30,0.00,113.22,0.19,14.88
261.9956679344177,0.31,0.00,113.22,0.22,14.88
263.0029230117798,0.31,0.00,113.22,0.03,14.88
264.0263421535492,0.31,0.00,112.90,0.11,14.44
265.033420085907,0.31,0.00,112.67,0.35,14.44
266.041051864624,0.31,0.00,112.33,0.08,14.44
267.0485293865204,0.30,0.00,112.11,0.16,14.44
268.05567932128906,0.31,0.00,112.60,0.30,14.88
269.06310772895813,0.30,0.00,113.33,0.08,14.88
270.07072138786316,0.30,0.00,112.78,0.05,14.88
271.07800221443176,0.29,0.00,112.22,0.08,15.32
272.08538365364075,0.29,0.00,112.44,0.05,15.32
273.0927982330322,0.29,0.00,112.40,0.19,15.32
274.10015320777893,0.29,0.00,111.67,0.41,15.32
275.1074321269989,0.29,0.00,111.67,0.35,15.32
276.1144788265228,0.28,0.00,112.11,0.16,14.44
277.1221444606781,0.26,0.00,112.60,0.32,14.44
278.12969946861267,0.28,0.00,111.67,0.05,15.32
279.1371223926544,0.28,0.00,112.22,0.05,14.88
280.1605224609375,0.28,0.00,112.30,0.05,14.88
281.167603969574,0.28,0.00,112.44,0.08,15.32
282.17479944229126,0.28,0.00,112.11,0.27,14.88
283.1821894645691,0.29,0.00,112.67,0.38,14.88
284.189560174942,0.29,0.00,112.78,0.08,14.88
285.1971950531006,0.29,0.00,113.80,0.03,14.88
286.20435523986816,0.29,0.00,113.22,0.30,14.88
287.2120168209076,0.29,0.00,112.89,0.03,15.32
288.2191572189331,0.29,0.00,112.78,0.19,14.88
289.22651863098145,0.29,0.00,112.60,0.14,14.88
290.23394227027893,0.29,0.00,114.22,0.32,14.44
291.24128437042236,0.29,0.00,113.00,0.14,14.44
292.2646520137787,0.29,0.00,113.00,0.11,14.44
293.2560348510742,0.29,0.00,111.44,0.03,14.88
294.263578414917,0.29,0.00,112.56,0.22,14.88
295.2707374095917,0.29,0.00,113.56,0.05,14.88
296.2783269882202,0.29,0.00,113.56,0.24,15.32
297.2854971885681,0.29,0.00,114.00,0.16,14.88
298.3085217475891,0.29,0.00,114.22,0.22,14.88
299.3159372806549,0.29,0.00,113.11,0.16,14.44
300.3235490322113,0.29,0.00,112.70,0.24,14.88
301.33073472976685,0.29,0.00,114.56,0.38,14.44
302.3381083011627,0.28,0.00,113.56,0.22,14.88
303.3456723690033,0.28,0.00,113.00,0.27,14.88
304.3689241409302,0.27,0.00,113.80,0.35,14.88
305.36058807373047,0.24,0.00,114.67,0.22,14.88
306.36806297302246,0.20,0.00,113.89,0.22,15.32
307.37545251846313,0.21,0.00,114.00,0.38,15.32
308.38272619247437,0.21,0.00,115.00,0.19,14.88
309.3900008201599,0.21,0.00,114.70,0.16,14.88
310.3973548412323,0.21,0.00,112.56,0.16,14.44
311.4048879146576,0.20,0.00,113.56,0.03,15.32
312.4121630191803,0.21,0.00,114.33,0.43,14.88
313.43514132499695,0.21,0.00,114.40,0.14,14.88
314.44253158569336,0.21,0.00,113.89,0.03,15.32
315.44991874694824,0.21,0.00,112.78,0.16,14.44
316.45766162872314,0.21,0.00,113.70,0.27,14.44
317.4649906158447,0.21,0.00,113.89,0.05,14.88
318.4725811481476,0.21,0.00,113.44,0.03,15.32
319.47995042800903,0.21,0.00,114.89,0.08,15.32
320.4873011112213,0.21,0.00,113.67,0.19,14.88
321.4947781562805,0.21,0.00,113.80,0.27,14.88
322.5020034313202,0.21,0.00,115.00,0.08,14.44
323.5092935562134,0.21,0.00,113.67,0.27,14.88
324.5166366100311,0.21,0.00,114.00,0.05,14.88
325.52402687072754,0.21,0.00,113.30,0.16,14.44
326.53122878074646,0.21,0.00,113.78,0.05,14.44
327.5386836528778,0.21,0.00,112.89,0.14,14.44
328.562020778656,0.21,0.00,112.20,0.22,14.88
329.5691087245941,0.21,0.00,112.44,0.22,14.88
330.5766854286194,0.23,0.00,112.89,0.08,15.32
331.5840928554535,0.05,0.00,113.56,0.19,14.88
332.591650724411,0.07,0.00,114.50,0.38,14.88
333.5992832183838,-0.00,0.00,113.89,0.24,14.88
334.60669589042664,0.04,0.00,113.56,0.11,14.88
335.61400270462036,0.17,0.00,112.33,0.03,14.88
336.63725900650024,0.16,0.00,114.10,0.03,15.32
337.6285102367401,0.16,0.00,112.89,0.30,14.88
338.6359758377075,0.17,0.00,113.56,0.19,14.44
339.64308738708496,0.20,0.00,113.11,0.27,14.88
