time,torque,RPM,current,voltage
0.44978761672973633,-0.01,0.00,113.00,0.00
1.4574024677276611,-0.01,0.00,112.22,0.00
2.480886459350586,-0.01,0.00,113.40,0.00
3.4730217456817627,-0.01,0.00,112.22,0.00
4.480530500411987,-0.01,0.00,112.67,0.00
5.503676176071167,0.01,158.57,498.56,13.17
6.511514902114868,0.67,2041.22,1107.70,16.45
7.518921136856079,0.44,2180.00,855.78,16.42
8.526536464691162,0.41,2198.02,874.00,16.40
9.534298419952393,0.44,2178.22,811.67,16.45
10.54204249382019,0.42,2196.08,808.70,16.42
11.54946231842041,0.44,2182.18,806.78,16.37
12.557063341140747,0.43,2198.02,835.44,16.40
13.564725399017334,0.42,2178.22,851.00,16.45
14.57230019569397,0.44,2193.93,893.90,16.48
15.579953908920288,0.41,2202.20,889.33,16.42
16.587862014770508,0.44,2198.02,873.56,16.42
17.59517788887024,0.40,2200.20,865.11,16.48
18.6184561252594,0.44,2196.08,844.70,16.34
19.610258102416992,0.38,2197.80,848.11,16.40
20.617868423461914,0.40,2198.02,797.78,16.45
21.62534499168396,0.43,2195.85,801.44,16.42
22.649000883102417,0.38,2196.08,783.80,16.42
23.640543222427368,0.43,2195.61,839.22,16.48
24.663745164871216,0.37,2198.02,855.67,16.48
25.671460151672363,0.42,2198.02,859.33,16.48
26.679352283477783,0.42,2198.23,826.50,16.48
27.686718225479126,0.42,2182.18,879.33,16.40
28.69429850578308,0.44,2178.22,847.22,16.42
29.70201349258423,0.39,2198.02,856.44,16.48
30.70985221862793,0.42,2198.23,810.40,16.45
31.7171049118042,0.42,2200.00,842.67,16.37
32.72485876083374,0.43,2195.85,793.67,16.42
33.73248028755188,0.44,2178.22,825.56,16.42
34.75579833984375,0.41,2176.47,831.00,16.48
35.74781560897827,0.43,2197.80,830.78,16.40
36.755226373672485,0.45,2178.22,879.33,16.37
37.76300883293152,0.42,2198.02,890.00,16.37
38.786359548568726,0.44,2193.93,819.90,16.34
39.77814817428589,0.42,2180.00,873.00,16.42
40.78550171852112,0.43,2198.02,801.56,16.45
41.79315137863159,0.46,2178.22,826.89,16.37
42.81681704521179,0.41,2193.93,853.80,16.37
43.824138164520264,0.42,2202.20,875.11,16.42
